# Standard Model thermodynamics at O(g^4) [1503.04935]                                                    
#   Disclaimer: We do not recommend taking numerical derivatives from any of the functions, but rather    
#   directly using the derivative functions listed.  Theoretical errors are on the ~ 1% level.            
# Update Dec 2019                                    
#   The decoupling of neutrinos at T < 2 MeV has been incorporated into the results.                      
# Columns:                                           
    T[MeV]    p/T^4    e/T^4    s/T^3    c/T^3    w=p/e    c_s^2    g_eff    h_eff    i_eff
    0.53800000E+06    0.11471730E+02    0.34401903E+02    0.45873634E+02    0.13756391E+03    0.33346209E+00    0.33347144E+00    0.10456925E+03    0.10457934E+03    0.10453603E+03
    0.54000000E+06    0.11471681E+02    0.34401741E+02    0.45873422E+02    0.13756346E+03    0.33346222E+00    0.33347099E+00    0.10456875E+03    0.10457886E+03    0.10453569E+03
    0.54200000E+06    0.11471632E+02    0.34401581E+02    0.45873213E+02    0.13756301E+03    0.33346235E+00    0.33347054E+00    0.10456827E+03    0.10457838E+03    0.10453536E+03
    0.54400000E+06    0.11471583E+02    0.34401422E+02    0.45873005E+02    0.13756257E+03    0.33346247E+00    0.33347010E+00    0.10456778E+03    0.10457791E+03    0.10453502E+03
    0.54600000E+06    0.11471534E+02    0.34401264E+02    0.45872798E+02    0.13756213E+03    0.33346257E+00    0.33346966E+00    0.10456730E+03    0.10457744E+03    0.10453469E+03
    0.54800000E+06    0.11471485E+02    0.34401107E+02    0.45872592E+02    0.13756170E+03    0.33346267E+00    0.33346922E+00    0.10456683E+03    0.10457697E+03    0.10453436E+03
    0.55000000E+06    0.11471437E+02    0.34400952E+02    0.45872388E+02    0.13756127E+03    0.33346276E+00    0.33346879E+00    0.10456635E+03    0.10457651E+03    0.10453403E+03
    0.55200000E+06    0.11471388E+02    0.34400798E+02    0.45872186E+02    0.13756083E+03    0.33346285E+00    0.33346836E+00    0.10456589E+03    0.10457604E+03    0.10453370E+03
    0.55400000E+06    0.11471340E+02    0.34400645E+02    0.45871985E+02    0.13756041E+03    0.33346292E+00    0.33346793E+00    0.10456542E+03    0.10457558E+03    0.10453337E+03
    0.55600000E+06    0.11471291E+02    0.34400493E+02    0.45871785E+02    0.13755998E+03    0.33346299E+00    0.33346751E+00    0.10456496E+03    0.10457513E+03    0.10453305E+03
    0.55800000E+06    0.11471243E+02    0.34400343E+02    0.45871586E+02    0.13755956E+03    0.33346305E+00    0.33346709E+00    0.10456450E+03    0.10457468E+03    0.10453273E+03
    0.56000000E+06    0.11471195E+02    0.34400194E+02    0.45871389E+02    0.13755914E+03    0.33346311E+00    0.33346668E+00    0.10456405E+03    0.10457423E+03    0.10453241E+03
    0.56200000E+06    0.11471148E+02    0.34400045E+02    0.45871193E+02    0.13755872E+03    0.33346316E+00    0.33346626E+00    0.10456360E+03    0.10457378E+03    0.10453209E+03
    0.56400000E+06    0.11471100E+02    0.34399898E+02    0.45870999E+02    0.13755831E+03    0.33346320E+00    0.33346585E+00    0.10456315E+03    0.10457334E+03    0.10453178E+03
    0.56600000E+06    0.11471053E+02    0.34399753E+02    0.45870805E+02    0.13755790E+03    0.33346323E+00    0.33346545E+00    0.10456271E+03    0.10457290E+03    0.10453147E+03
    0.56800000E+06    0.11471005E+02    0.34399608E+02    0.45870613E+02    0.13755749E+03    0.33346326E+00    0.33346504E+00    0.10456227E+03    0.10457246E+03    0.10453116E+03
    0.57000000E+06    0.11470958E+02    0.34399464E+02    0.45870423E+02    0.13755708E+03    0.33346328E+00    0.33346464E+00    0.10456183E+03    0.10457202E+03    0.10453085E+03
    0.57200000E+06    0.11470911E+02    0.34399322E+02    0.45870233E+02    0.13755668E+03    0.33346330E+00    0.33346424E+00    0.10456140E+03    0.10457159E+03    0.10453054E+03
    0.57400000E+06    0.11470864E+02    0.34399180E+02    0.45870045E+02    0.13755627E+03    0.33346331E+00    0.33346385E+00    0.10456097E+03    0.10457116E+03    0.10453023E+03
    0.57600000E+06    0.11470818E+02    0.34399040E+02    0.45869858E+02    0.13755587E+03    0.33346331E+00    0.33346346E+00    0.10456054E+03    0.10457074E+03    0.10452993E+03
    0.57800000E+06    0.11470771E+02    0.34398900E+02    0.45869672E+02    0.13755548E+03    0.33346331E+00    0.33346307E+00    0.10456012E+03    0.10457031E+03    0.10452963E+03
    0.58000000E+06    0.11470725E+02    0.34398762E+02    0.45869487E+02    0.13755508E+03    0.33346331E+00    0.33346268E+00    0.10455970E+03    0.10456989E+03    0.10452933E+03
    0.58200000E+06    0.11470679E+02    0.34398625E+02    0.45869304E+02    0.13755469E+03    0.33346330E+00    0.33346230E+00    0.10455928E+03    0.10456947E+03    0.10452903E+03
    0.58400000E+06    0.11470633E+02    0.34398489E+02    0.45869121E+02    0.13755430E+03    0.33346328E+00    0.33346192E+00    0.10455887E+03    0.10456906E+03    0.10452873E+03
    0.58600000E+06    0.11470587E+02    0.34398353E+02    0.45868940E+02    0.13755391E+03    0.33346326E+00    0.33346154E+00    0.10455846E+03    0.10456864E+03    0.10452844E+03
    0.58800000E+06    0.11470541E+02    0.34398219E+02    0.45868760E+02    0.13755353E+03    0.33346323E+00    0.33346117E+00    0.10455805E+03    0.10456823E+03    0.10452815E+03
    0.59000000E+06    0.11470496E+02    0.34398086E+02    0.45868581E+02    0.13755315E+03    0.33346320E+00    0.33346079E+00    0.10455764E+03    0.10456783E+03    0.10452786E+03
    0.59200000E+06    0.11470450E+02    0.34397953E+02    0.45868404E+02    0.13755277E+03    0.33346317E+00    0.33346043E+00    0.10455724E+03    0.10456742E+03    0.10452757E+03
    0.59400000E+06    0.11470405E+02    0.34397822E+02    0.45868227E+02    0.13755239E+03    0.33346313E+00    0.33346006E+00    0.10455684E+03    0.10456702E+03    0.10452728E+03
    0.59600000E+06    0.11470360E+02    0.34397691E+02    0.45868051E+02    0.13755201E+03    0.33346309E+00    0.33345969E+00    0.10455644E+03    0.10456662E+03    0.10452699E+03
    0.59800000E+06    0.11470315E+02    0.34397562E+02    0.45867877E+02    0.13755164E+03    0.33346304E+00    0.33345933E+00    0.10455605E+03    0.10456622E+03    0.10452671E+03
    0.60000000E+06    0.11470271E+02    0.34397433E+02    0.45867704E+02    0.13755127E+03    0.33346299E+00    0.33345897E+00    0.10455566E+03    0.10456583E+03    0.10452643E+03
    0.60200000E+06    0.11470226E+02    0.34397305E+02    0.45867531E+02    0.13755090E+03    0.33346293E+00    0.33345862E+00    0.10455527E+03    0.10456543E+03    0.10452615E+03
    0.60400000E+06    0.11470182E+02    0.34397178E+02    0.45867360E+02    0.13755053E+03    0.33346287E+00    0.33345826E+00    0.10455488E+03    0.10456504E+03    0.10452587E+03
    0.60600000E+06    0.11470138E+02    0.34397052E+02    0.45867190E+02    0.13755016E+03    0.33346281E+00    0.33345791E+00    0.10455450E+03    0.10456465E+03    0.10452559E+03
    0.60800000E+06    0.11470094E+02    0.34396927E+02    0.45867021E+02    0.13754980E+03    0.33346274E+00    0.33345756E+00    0.10455412E+03    0.10456427E+03    0.10452531E+03
    0.61000000E+06    0.11470050E+02    0.34396803E+02    0.45866853E+02    0.13754944E+03    0.33346267E+00    0.33345721E+00    0.10455374E+03    0.10456389E+03    0.10452504E+03
    0.61200000E+06    0.11470006E+02    0.34396679E+02    0.45866686E+02    0.13754908E+03    0.33346260E+00    0.33345687E+00    0.10455337E+03    0.10456350E+03    0.10452477E+03
    0.61400000E+06    0.11469963E+02    0.34396557E+02    0.45866520E+02    0.13754872E+03    0.33346252E+00    0.33345653E+00    0.10455300E+03    0.10456313E+03    0.10452450E+03
    0.61600000E+06    0.11469919E+02    0.34396435E+02    0.45866354E+02    0.13754837E+03    0.33346244E+00    0.33345619E+00    0.10455263E+03    0.10456275E+03    0.10452423E+03
    0.61800000E+06    0.11469876E+02    0.34396314E+02    0.45866190E+02    0.13754802E+03    0.33346236E+00    0.33345585E+00    0.10455226E+03    0.10456238E+03    0.10452396E+03
    0.62000000E+06    0.11469833E+02    0.34396194E+02    0.45866027E+02    0.13754766E+03    0.33346227E+00    0.33345551E+00    0.10455189E+03    0.10456200E+03    0.10452369E+03
    0.62200000E+06    0.11469790E+02    0.34396075E+02    0.45865865E+02    0.13754732E+03    0.33346219E+00    0.33345518E+00    0.10455153E+03    0.10456163E+03    0.10452343E+03
    0.62400000E+06    0.11469748E+02    0.34395956E+02    0.45865704E+02    0.13754697E+03    0.33346209E+00    0.33345485E+00    0.10455117E+03    0.10456127E+03    0.10452316E+03
    0.62600000E+06    0.11469705E+02    0.34395839E+02    0.45865544E+02    0.13754662E+03    0.33346200E+00    0.33345452E+00    0.10455081E+03    0.10456090E+03    0.10452290E+03
    0.62800000E+06    0.11469663E+02    0.34395722E+02    0.45865384E+02    0.13754628E+03    0.33346190E+00    0.33345420E+00    0.10455046E+03    0.10456054E+03    0.10452264E+03
    0.63000000E+06    0.11469621E+02    0.34395605E+02    0.45865226E+02    0.13754594E+03    0.33346180E+00    0.33345387E+00    0.10455010E+03    0.10456018E+03    0.10452238E+03
    0.63200000E+06    0.11469579E+02    0.34395490E+02    0.45865069E+02    0.13754560E+03    0.33346170E+00    0.33345355E+00    0.10454975E+03    0.10455982E+03    0.10452212E+03
    0.63400000E+06    0.11469537E+02    0.34395375E+02    0.45864912E+02    0.13754526E+03    0.33346160E+00    0.33345323E+00    0.10454940E+03    0.10455946E+03    0.10452187E+03
    0.63600000E+06    0.11469495E+02    0.34395261E+02    0.45864756E+02    0.13754493E+03    0.33346149E+00    0.33345291E+00    0.10454906E+03    0.10455911E+03    0.10452161E+03
    0.63800000E+06    0.11469454E+02    0.34395148E+02    0.45864602E+02    0.13754459E+03    0.33346138E+00    0.33345260E+00    0.10454871E+03    0.10455875E+03    0.10452136E+03
    0.64000000E+06    0.11469412E+02    0.34395036E+02    0.45864448E+02    0.13754426E+03    0.33346127E+00    0.33345228E+00    0.10454837E+03    0.10455840E+03    0.10452111E+03
    0.64200000E+06    0.11469371E+02    0.34394924E+02    0.45864295E+02    0.13754393E+03    0.33346116E+00    0.33345197E+00    0.10454803E+03    0.10455805E+03    0.10452085E+03
    0.64400000E+06    0.11469330E+02    0.34394813E+02    0.45864143E+02    0.13754360E+03    0.33346104E+00    0.33345166E+00    0.10454769E+03    0.10455771E+03    0.10452061E+03
    0.64600000E+06    0.11469289E+02    0.34394702E+02    0.45863992E+02    0.13754328E+03    0.33346092E+00    0.33345135E+00    0.10454736E+03    0.10455736E+03    0.10452036E+03
    0.64800000E+06    0.11469249E+02    0.34394593E+02    0.45863841E+02    0.13754295E+03    0.33346080E+00    0.33345105E+00    0.10454703E+03    0.10455702E+03    0.10452011E+03
    0.65000000E+06    0.11469208E+02    0.34394484E+02    0.45863692E+02    0.13754263E+03    0.33346068E+00    0.33345074E+00    0.10454669E+03    0.10455668E+03    0.10451987E+03
    0.65200000E+06    0.11469168E+02    0.34394375E+02    0.45863543E+02    0.13754231E+03    0.33346056E+00    0.33345044E+00    0.10454636E+03    0.10455634E+03    0.10451962E+03
    0.65400000E+06    0.11469128E+02    0.34394268E+02    0.45863395E+02    0.13754199E+03    0.33346044E+00    0.33345014E+00    0.10454604E+03    0.10455600E+03    0.10451938E+03
    0.65600000E+06    0.11469087E+02    0.34394161E+02    0.45863248E+02    0.13754167E+03    0.33346031E+00    0.33344984E+00    0.10454571E+03    0.10455567E+03    0.10451914E+03
    0.65800000E+06    0.11469048E+02    0.34394055E+02    0.45863102E+02    0.13754135E+03    0.33346018E+00    0.33344955E+00    0.10454539E+03    0.10455534E+03    0.10451890E+03
    0.66000000E+06    0.11469008E+02    0.34393949E+02    0.45862957E+02    0.13754104E+03    0.33346005E+00    0.33344925E+00    0.10454507E+03    0.10455500E+03    0.10451866E+03
    0.66200000E+06    0.11468968E+02    0.34393844E+02    0.45862812E+02    0.13754073E+03    0.33345992E+00    0.33344896E+00    0.10454475E+03    0.10455467E+03    0.10451842E+03
    0.66400000E+06    0.11468929E+02    0.34393740E+02    0.45862669E+02    0.13754042E+03    0.33345979E+00    0.33344867E+00    0.10454443E+03    0.10455435E+03    0.10451818E+03
    0.66600000E+06    0.11468890E+02    0.34393636E+02    0.45862526E+02    0.13754011E+03    0.33345965E+00    0.33344838E+00    0.10454412E+03    0.10455402E+03    0.10451795E+03
    0.66800000E+06    0.11468851E+02    0.34393533E+02    0.45862384E+02    0.13753980E+03    0.33345951E+00    0.33344809E+00    0.10454380E+03    0.10455370E+03    0.10451771E+03
    0.67000000E+06    0.11468812E+02    0.34393430E+02    0.45862242E+02    0.13753949E+03    0.33345938E+00    0.33344781E+00    0.10454349E+03    0.10455337E+03    0.10451748E+03
    0.67200000E+06    0.11468773E+02    0.34393328E+02    0.45862102E+02    0.13753919E+03    0.33345924E+00    0.33344752E+00    0.10454318E+03    0.10455305E+03    0.10451725E+03
    0.67400000E+06    0.11468735E+02    0.34393227E+02    0.45861962E+02    0.13753889E+03    0.33345910E+00    0.33344724E+00    0.10454287E+03    0.10455274E+03    0.10451702E+03
    0.67600000E+06    0.11468696E+02    0.34393126E+02    0.45861823E+02    0.13753858E+03    0.33345896E+00    0.33344696E+00    0.10454257E+03    0.10455242E+03    0.10451679E+03
    0.67800000E+06    0.11468658E+02    0.34393026E+02    0.45861684E+02    0.13753828E+03    0.33345881E+00    0.33344668E+00    0.10454226E+03    0.10455210E+03    0.10451656E+03
    0.68000000E+06    0.11468620E+02    0.34392927E+02    0.45861547E+02    0.13753799E+03    0.33345867E+00    0.33344640E+00    0.10454196E+03    0.10455179E+03    0.10451634E+03
    0.68200000E+06    0.11468582E+02    0.34392828E+02    0.45861410E+02    0.13753769E+03    0.33345853E+00    0.33344613E+00    0.10454166E+03    0.10455148E+03    0.10451611E+03
    0.68400000E+06    0.11468544E+02    0.34392730E+02    0.45861274E+02    0.13753739E+03    0.33345838E+00    0.33344585E+00    0.10454136E+03    0.10455117E+03    0.10451589E+03
    0.68600000E+06    0.11468506E+02    0.34392632E+02    0.45861138E+02    0.13753710E+03    0.33345823E+00    0.33344558E+00    0.10454107E+03    0.10455086E+03    0.10451566E+03
    0.68800000E+06    0.11468469E+02    0.34392535E+02    0.45861004E+02    0.13753681E+03    0.33345808E+00    0.33344531E+00    0.10454077E+03    0.10455055E+03    0.10451544E+03
    0.69000000E+06    0.11468431E+02    0.34392438E+02    0.45860870E+02    0.13753652E+03    0.33345794E+00    0.33344504E+00    0.10454048E+03    0.10455025E+03    0.10451522E+03
    0.69200000E+06    0.11468394E+02    0.34392342E+02    0.45860736E+02    0.13753623E+03    0.33345779E+00    0.33344478E+00    0.10454018E+03    0.10454994E+03    0.10451500E+03
    0.69400000E+06    0.11468357E+02    0.34392247E+02    0.45860604E+02    0.13753594E+03    0.33345764E+00    0.33344451E+00    0.10453989E+03    0.10454964E+03    0.10451478E+03
    0.69600000E+06    0.11468320E+02    0.34392152E+02    0.45860472E+02    0.13753565E+03    0.33345748E+00    0.33344425E+00    0.10453961E+03    0.10454934E+03    0.10451456E+03
    0.69800000E+06    0.11468284E+02    0.34392057E+02    0.45860341E+02    0.13753537E+03    0.33345733E+00    0.33344398E+00    0.10453932E+03    0.10454904E+03    0.10451435E+03
    0.70000000E+06    0.11468247E+02    0.34391963E+02    0.45860210E+02    0.13753508E+03    0.33345718E+00    0.33344372E+00    0.10453903E+03    0.10454874E+03    0.10451413E+03
    0.70200000E+06    0.11468211E+02    0.34391870E+02    0.45860081E+02    0.13753480E+03    0.33345702E+00    0.33344346E+00    0.10453875E+03    0.10454845E+03    0.10451392E+03
    0.70400000E+06    0.11468174E+02    0.34391777E+02    0.45859951E+02    0.13753452E+03    0.33345687E+00    0.33344320E+00    0.10453847E+03    0.10454815E+03    0.10451370E+03
    0.70600000E+06    0.11468138E+02    0.34391685E+02    0.45859823E+02    0.13753424E+03    0.33345671E+00    0.33344295E+00    0.10453819E+03    0.10454786E+03    0.10451349E+03
    0.70800000E+06    0.11468102E+02    0.34391593E+02    0.45859695E+02    0.13753396E+03    0.33345656E+00    0.33344269E+00    0.10453791E+03    0.10454757E+03    0.10451328E+03
    0.71000000E+06    0.11468066E+02    0.34391502E+02    0.45859568E+02    0.13753369E+03    0.33345640E+00    0.33344244E+00    0.10453763E+03    0.10454728E+03    0.10451307E+03
    0.71200000E+06    0.11468031E+02    0.34391411E+02    0.45859442E+02    0.13753341E+03    0.33345624E+00    0.33344219E+00    0.10453735E+03    0.10454699E+03    0.10451286E+03
    0.71400000E+06    0.11467995E+02    0.34391321E+02    0.45859316E+02    0.13753314E+03    0.33345608E+00    0.33344194E+00    0.10453708E+03    0.10454670E+03    0.10451265E+03
    0.71600000E+06    0.11467960E+02    0.34391231E+02    0.45859191E+02    0.13753287E+03    0.33345593E+00    0.33344169E+00    0.10453681E+03    0.10454642E+03    0.10451245E+03
    0.71800000E+06    0.11467924E+02    0.34391142E+02    0.45859066E+02    0.13753259E+03    0.33345577E+00    0.33344144E+00    0.10453654E+03    0.10454613E+03    0.10451224E+03
    0.72000000E+06    0.11467889E+02    0.34391053E+02    0.45858942E+02    0.13753232E+03    0.33345561E+00    0.33344119E+00    0.10453627E+03    0.10454585E+03    0.10451203E+03
    0.72200000E+06    0.11467854E+02    0.34390964E+02    0.45858819E+02    0.13753206E+03    0.33345545E+00    0.33344095E+00    0.10453600E+03    0.10454557E+03    0.10451183E+03
    0.72400000E+06    0.11467820E+02    0.34390877E+02    0.45858696E+02    0.13753179E+03    0.33345528E+00    0.33344070E+00    0.10453573E+03    0.10454529E+03    0.10451163E+03
    0.72600000E+06    0.11467785E+02    0.34390789E+02    0.45858574E+02    0.13753152E+03    0.33345512E+00    0.33344046E+00    0.10453546E+03    0.10454501E+03    0.10451142E+03
    0.72800000E+06    0.11467750E+02    0.34390702E+02    0.45858453E+02    0.13753126E+03    0.33345496E+00    0.33344022E+00    0.10453520E+03    0.10454474E+03    0.10451122E+03
    0.73000000E+06    0.11467716E+02    0.34390616E+02    0.45858332E+02    0.13753099E+03    0.33345480E+00    0.33343998E+00    0.10453494E+03    0.10454446E+03    0.10451102E+03
    0.73200000E+06    0.11467682E+02    0.34390530E+02    0.45858211E+02    0.13753073E+03    0.33345464E+00    0.33343974E+00    0.10453468E+03    0.10454419E+03    0.10451082E+03
    0.73400000E+06    0.11467648E+02    0.34390444E+02    0.45858092E+02    0.13753047E+03    0.33345447E+00    0.33343950E+00    0.10453442E+03    0.10454391E+03    0.10451063E+03
    0.73600000E+06    0.11467614E+02    0.34390359E+02    0.45857973E+02    0.13753021E+03    0.33345431E+00    0.33343927E+00    0.10453416E+03    0.10454364E+03    0.10451043E+03
    0.73800000E+06    0.11467580E+02    0.34390275E+02    0.45857854E+02    0.13752995E+03    0.33345415E+00    0.33343903E+00    0.10453390E+03    0.10454337E+03    0.10451023E+03
    0.74000000E+06    0.11467546E+02    0.34390190E+02    0.45857736E+02    0.13752970E+03    0.33345398E+00    0.33343880E+00    0.10453364E+03    0.10454310E+03    0.10451004E+03
    0.74200000E+06    0.11467512E+02    0.34390107E+02    0.45857619E+02    0.13752944E+03    0.33345382E+00    0.33343857E+00    0.10453339E+03    0.10454284E+03    0.10450984E+03
    0.74400000E+06    0.11467479E+02    0.34390023E+02    0.45857502E+02    0.13752918E+03    0.33345365E+00    0.33343833E+00    0.10453314E+03    0.10454257E+03    0.10450965E+03
    0.74600000E+06    0.11467446E+02    0.34389940E+02    0.45857386E+02    0.13752893E+03    0.33345349E+00    0.33343810E+00    0.10453288E+03    0.10454230E+03    0.10450946E+03
    0.74800000E+06    0.11467412E+02    0.34389858E+02    0.45857271E+02    0.13752868E+03    0.33345332E+00    0.33343788E+00    0.10453263E+03    0.10454204E+03    0.10450926E+03
    0.75000000E+06    0.11467379E+02    0.34389776E+02    0.45857155E+02    0.13752843E+03    0.33345316E+00    0.33343765E+00    0.10453238E+03    0.10454178E+03    0.10450907E+03
    0.75200000E+06    0.11467347E+02    0.34389694E+02    0.45857041E+02    0.13752818E+03    0.33345299E+00    0.33343742E+00    0.10453214E+03    0.10454152E+03    0.10450888E+03
    0.75400000E+06    0.11467314E+02    0.34389613E+02    0.45856927E+02    0.13752793E+03    0.33345283E+00    0.33343720E+00    0.10453189E+03    0.10454126E+03    0.10450869E+03
    0.75600000E+06    0.11467281E+02    0.34389533E+02    0.45856814E+02    0.13752768E+03    0.33345266E+00    0.33343697E+00    0.10453164E+03    0.10454100E+03    0.10450851E+03
    0.75800000E+06    0.11467249E+02    0.34389452E+02    0.45856701E+02    0.13752743E+03    0.33345250E+00    0.33343675E+00    0.10453140E+03    0.10454074E+03    0.10450832E+03
    0.76000000E+06    0.11467216E+02    0.34389372E+02    0.45856588E+02    0.13752719E+03    0.33345233E+00    0.33343653E+00    0.10453116E+03    0.10454049E+03    0.10450813E+03
    0.76200000E+06    0.11467184E+02    0.34389293E+02    0.45856477E+02    0.13752694E+03    0.33345216E+00    0.33343631E+00    0.10453092E+03    0.10454023E+03    0.10450795E+03
    0.76400000E+06    0.11467152E+02    0.34389214E+02    0.45856365E+02    0.13752670E+03    0.33345200E+00    0.33343609E+00    0.10453067E+03    0.10453998E+03    0.10450776E+03
    0.76600000E+06    0.11467120E+02    0.34389135E+02    0.45856255E+02    0.13752646E+03    0.33345183E+00    0.33343587E+00    0.10453044E+03    0.10453973E+03    0.10450758E+03
    0.76800000E+06    0.11467088E+02    0.34389056E+02    0.45856145E+02    0.13752622E+03    0.33345166E+00    0.33343566E+00    0.10453020E+03    0.10453947E+03    0.10450739E+03
    0.77000000E+06    0.11467056E+02    0.34388979E+02    0.45856035E+02    0.13752598E+03    0.33345150E+00    0.33343544E+00    0.10452996E+03    0.10453922E+03    0.10450721E+03
    0.77200000E+06    0.11467025E+02    0.34388901E+02    0.45855926E+02    0.13752574E+03    0.33345133E+00    0.33343522E+00    0.10452972E+03    0.10453898E+03    0.10450703E+03
    0.77400000E+06    0.11466993E+02    0.34388824E+02    0.45855817E+02    0.13752550E+03    0.33345116E+00    0.33343501E+00    0.10452949E+03    0.10453873E+03    0.10450685E+03
    0.77600000E+06    0.11466962E+02    0.34388747E+02    0.45855709E+02    0.13752526E+03    0.33345100E+00    0.33343480E+00    0.10452926E+03    0.10453848E+03    0.10450667E+03
    0.77800000E+06    0.11466931E+02    0.34388671E+02    0.45855601E+02    0.13752503E+03    0.33345083E+00    0.33343459E+00    0.10452902E+03    0.10453824E+03    0.10450649E+03
    0.78000000E+06    0.11466900E+02    0.34388595E+02    0.45855494E+02    0.13752479E+03    0.33345066E+00    0.33343438E+00    0.10452879E+03    0.10453799E+03    0.10450631E+03
    0.78200000E+06    0.11466869E+02    0.34388519E+02    0.45855387E+02    0.13752456E+03    0.33345050E+00    0.33343417E+00    0.10452856E+03    0.10453775E+03    0.10450613E+03
    0.78400000E+06    0.11466838E+02    0.34388444E+02    0.45855281E+02    0.13752433E+03    0.33345033E+00    0.33343396E+00    0.10452833E+03    0.10453751E+03    0.10450596E+03
    0.78600000E+06    0.11466807E+02    0.34388369E+02    0.45855176E+02    0.13752410E+03    0.33345016E+00    0.33343375E+00    0.10452811E+03    0.10453727E+03    0.10450578E+03
    0.78800000E+06    0.11466776E+02    0.34388294E+02    0.45855070E+02    0.13752387E+03    0.33344999E+00    0.33343355E+00    0.10452788E+03    0.10453703E+03    0.10450561E+03
    0.79000000E+06    0.11466746E+02    0.34388220E+02    0.45854966E+02    0.13752364E+03    0.33344983E+00    0.33343334E+00    0.10452765E+03    0.10453679E+03    0.10450543E+03
    0.79200000E+06    0.11466716E+02    0.34388146E+02    0.45854862E+02    0.13752341E+03    0.33344966E+00    0.33343314E+00    0.10452743E+03    0.10453655E+03    0.10450526E+03
    0.79400000E+06    0.11466685E+02    0.34388072E+02    0.45854758E+02    0.13752318E+03    0.33344949E+00    0.33343293E+00    0.10452721E+03    0.10453631E+03    0.10450509E+03
    0.79600000E+06    0.11466655E+02    0.34387999E+02    0.45854655E+02    0.13752296E+03    0.33344933E+00    0.33343273E+00    0.10452698E+03    0.10453608E+03    0.10450491E+03
    0.79800000E+06    0.11466625E+02    0.34387927E+02    0.45854552E+02    0.13752273E+03    0.33344916E+00    0.33343253E+00    0.10452676E+03    0.10453584E+03    0.10450474E+03
    0.80000000E+06    0.11466595E+02    0.34387854E+02    0.45854449E+02    0.13752251E+03    0.33344899E+00    0.33343233E+00    0.10452654E+03    0.10453561E+03    0.10450457E+03
    0.80200000E+06    0.11466566E+02    0.34387782E+02    0.45854348E+02    0.13752228E+03    0.33344883E+00    0.33343213E+00    0.10452632E+03    0.10453538E+03    0.10450440E+03
    0.80400000E+06    0.11466536E+02    0.34387710E+02    0.45854246E+02    0.13752206E+03    0.33344866E+00    0.33343193E+00    0.10452611E+03    0.10453515E+03    0.10450423E+03
    0.80600000E+06    0.11466506E+02    0.34387639E+02    0.45854145E+02    0.13752184E+03    0.33344849E+00    0.33343174E+00    0.10452589E+03    0.10453492E+03    0.10450407E+03
    0.80800000E+06    0.11466477E+02    0.34387568E+02    0.45854045E+02    0.13752162E+03    0.33344833E+00    0.33343154E+00    0.10452567E+03    0.10453469E+03    0.10450390E+03
    0.81000000E+06    0.11466448E+02    0.34387497E+02    0.45853945E+02    0.13752140E+03    0.33344816E+00    0.33343134E+00    0.10452546E+03    0.10453446E+03    0.10450373E+03
    0.81200000E+06    0.11466418E+02    0.34387427E+02    0.45853845E+02    0.13752118E+03    0.33344800E+00    0.33343115E+00    0.10452524E+03    0.10453423E+03    0.10450357E+03
    0.81400000E+06    0.11466389E+02    0.34387356E+02    0.45853746E+02    0.13752096E+03    0.33344783E+00    0.33343096E+00    0.10452503E+03    0.10453401E+03    0.10450340E+03
    0.81600000E+06    0.11466360E+02    0.34387287E+02    0.45853647E+02    0.13752075E+03    0.33344766E+00    0.33343076E+00    0.10452482E+03    0.10453378E+03    0.10450324E+03
    0.81800000E+06    0.11466332E+02    0.34387217E+02    0.45853549E+02    0.13752053E+03    0.33344750E+00    0.33343057E+00    0.10452461E+03    0.10453356E+03    0.10450307E+03
    0.82000000E+06    0.11466303E+02    0.34387148E+02    0.45853451E+02    0.13752031E+03    0.33344733E+00    0.33343038E+00    0.10452440E+03    0.10453333E+03    0.10450291E+03
    0.82200000E+06    0.11466274E+02    0.34387079E+02    0.45853353E+02    0.13752010E+03    0.33344717E+00    0.33343019E+00    0.10452419E+03    0.10453311E+03    0.10450275E+03
    0.82400000E+06    0.11466246E+02    0.34387011E+02    0.45853256E+02    0.13751989E+03    0.33344700E+00    0.33343000E+00    0.10452398E+03    0.10453289E+03    0.10450258E+03
    0.82600000E+06    0.11466217E+02    0.34386943E+02    0.45853160E+02    0.13751968E+03    0.33344684E+00    0.33342981E+00    0.10452377E+03    0.10453267E+03    0.10450242E+03
    0.82800000E+06    0.11466189E+02    0.34386875E+02    0.45853064E+02    0.13751946E+03    0.33344667E+00    0.33342963E+00    0.10452357E+03    0.10453245E+03    0.10450226E+03
    0.83000000E+06    0.11466161E+02    0.34386807E+02    0.45852968E+02    0.13751925E+03    0.33344651E+00    0.33342944E+00    0.10452336E+03    0.10453223E+03    0.10450210E+03
    0.83200000E+06    0.11466133E+02    0.34386740E+02    0.45852873E+02    0.13751904E+03    0.33344634E+00    0.33342925E+00    0.10452316E+03    0.10453201E+03    0.10450194E+03
    0.83400000E+06    0.11466105E+02    0.34386673E+02    0.45852778E+02    0.13751884E+03    0.33344618E+00    0.33342907E+00    0.10452295E+03    0.10453180E+03    0.10450178E+03
    0.83600000E+06    0.11466077E+02    0.34386606E+02    0.45852683E+02    0.13751863E+03    0.33344602E+00    0.33342889E+00    0.10452275E+03    0.10453158E+03    0.10450163E+03
    0.83800000E+06    0.11466049E+02    0.34386540E+02    0.45852589E+02    0.13751842E+03    0.33344585E+00    0.33342870E+00    0.10452255E+03    0.10453137E+03    0.10450147E+03
