# Standard Model thermodynamics at O(g^4) [1503.04935]                                                    
#   Disclaimer: We do not recommend taking numerical derivatives from any of the functions, but rather    
#   directly using the derivative functions listed.  Theoretical errors are on the ~ 1% level.            
# Update Dec 2019                                    
#   The decoupling of neutrinos at T < 2 MeV has been incorporated into the results.                      
# Columns:                                           
    T[MeV]    p/T^4    e/T^4    s/T^3    c/T^3    w=p/e    c_s^2    g_eff    h_eff    i_eff
    0.61743763E+12    0.11487972E+02    0.34467801E+02    0.45955773E+02    0.13788279E+03    0.33329576E+00    0.33329594E+00    0.10476955E+03    0.10476660E+03    0.10477835E+03
    0.66000322E+12    0.11488231E+02    0.34468572E+02    0.45956803E+02    0.13788585E+03    0.33329582E+00    0.33329599E+00    0.10477190E+03    0.10476895E+03    0.10478069E+03
    0.70550326E+12    0.11488489E+02    0.34469342E+02    0.45957831E+02    0.13788892E+03    0.33329587E+00    0.33329605E+00    0.10477424E+03    0.10477129E+03    0.10478301E+03
    0.75414002E+12    0.11488747E+02    0.34470111E+02    0.45958858E+02    0.13789198E+03    0.33329592E+00    0.33329610E+00    0.10477657E+03    0.10477363E+03    0.10478534E+03
    0.80612976E+12    0.11489005E+02    0.34470878E+02    0.45959884E+02    0.13789503E+03    0.33329598E+00    0.33329616E+00    0.10477891E+03    0.10477597E+03    0.10478766E+03
    0.86170362E+12    0.11489262E+02    0.34471645E+02    0.45960907E+02    0.13789808E+03    0.33329603E+00    0.33329622E+00    0.10478124E+03    0.10477830E+03    0.10478997E+03
    0.92110870E+12    0.11489519E+02    0.34472410E+02    0.45961930E+02    0.13790112E+03    0.33329609E+00    0.33329627E+00    0.10478356E+03    0.10478064E+03    0.10479229E+03
    0.98460911E+12    0.11489776E+02    0.34473174E+02    0.45962950E+02    0.13790416E+03    0.33329614E+00    0.33329633E+00    0.10478588E+03    0.10478296E+03    0.10479459E+03
    0.10524872E+13    0.11490032E+02    0.34473937E+02    0.45963970E+02    0.13790719E+03    0.33329620E+00    0.33329639E+00    0.10478820E+03    0.10478529E+03    0.10479690E+03
    0.11250447E+13    0.11490288E+02    0.34474699E+02    0.45964987E+02    0.13791022E+03    0.33329626E+00    0.33329645E+00    0.10479052E+03    0.10478761E+03    0.10479920E+03
    0.12026043E+13    0.11490544E+02    0.34475459E+02    0.45966003E+02    0.13791324E+03    0.33329631E+00    0.33329651E+00    0.10479283E+03    0.10478992E+03    0.10480150E+03
    0.12855107E+13    0.11490799E+02    0.34476219E+02    0.45967017E+02    0.13791626E+03    0.33329637E+00    0.33329657E+00    0.10479514E+03    0.10479223E+03    0.10480379E+03
    0.13741327E+13    0.11491053E+02    0.34476977E+02    0.45968030E+02    0.13791928E+03    0.33329643E+00    0.33329663E+00    0.10479744E+03    0.10479454E+03    0.10480608E+03
    0.14688642E+13    0.11491308E+02    0.34477733E+02    0.45969041E+02    0.13792228E+03    0.33329649E+00    0.33329669E+00    0.10479974E+03    0.10479685E+03    0.10480837E+03
    0.15701264E+13    0.11491561E+02    0.34478489E+02    0.45970050E+02    0.13792529E+03    0.33329655E+00    0.33329675E+00    0.10480204E+03    0.10479915E+03    0.10481065E+03
    0.16783695E+13    0.11491815E+02    0.34479243E+02    0.45971058E+02    0.13792829E+03    0.33329661E+00    0.33329681E+00    0.10480433E+03    0.10480145E+03    0.10481293E+03
    0.17940748E+13    0.11492068E+02    0.34479996E+02    0.45972064E+02    0.13793128E+03    0.33329667E+00    0.33329688E+00    0.10480662E+03    0.10480374E+03    0.10481520E+03
    0.19177567E+13    0.11492321E+02    0.34480748E+02    0.45973068E+02    0.13793427E+03    0.33329673E+00    0.33329694E+00    0.10480891E+03    0.10480603E+03    0.10481747E+03
    0.20499651E+13    0.11492573E+02    0.34481498E+02    0.45974071E+02    0.13793725E+03    0.33329679E+00    0.33329700E+00    0.10481119E+03    0.10480831E+03    0.10481974E+03
    0.21912879E+13    0.11492825E+02    0.34482247E+02    0.45975072E+02    0.13794022E+03    0.33329685E+00    0.33329706E+00    0.10481346E+03    0.10481060E+03    0.10482200E+03
    0.23423533E+13    0.11493076E+02    0.34482995E+02    0.45976071E+02    0.13794320E+03    0.33329691E+00    0.33329713E+00    0.10481574E+03    0.10481287E+03    0.10482426E+03
    0.25038330E+13    0.11493327E+02    0.34483742E+02    0.45977068E+02    0.13794616E+03    0.33329698E+00    0.33329719E+00    0.10481801E+03    0.10481515E+03    0.10482651E+03
    0.26764451E+13    0.11493577E+02    0.34484487E+02    0.45978064E+02    0.13794912E+03    0.33329704E+00    0.33329726E+00    0.10482027E+03    0.10481742E+03    0.10482876E+03
    0.28609568E+13    0.11493827E+02    0.34485231E+02    0.45979058E+02    0.13795208E+03    0.33329710E+00    0.33329732E+00    0.10482253E+03    0.10481968E+03    0.10483101E+03
    0.30581886E+13    0.11494077E+02    0.34485973E+02    0.45980050E+02    0.13795503E+03    0.33329717E+00    0.33329738E+00    0.10482479E+03    0.10482195E+03    0.10483325E+03
    0.32690174E+13    0.11494326E+02    0.34486714E+02    0.45981041E+02    0.13795797E+03    0.33329723E+00    0.33329745E+00    0.10482704E+03    0.10482420E+03    0.10483549E+03
    0.34943805E+13    0.11494575E+02    0.34487454E+02    0.45982029E+02    0.13796091E+03    0.33329729E+00    0.33329751E+00    0.10482929E+03    0.10482646E+03    0.10483772E+03
    0.37352800E+13    0.11494824E+02    0.34488193E+02    0.45983016E+02    0.13796385E+03    0.33329736E+00    0.33329758E+00    0.10483153E+03    0.10482871E+03    0.10483995E+03
    0.39927868E+13    0.11495071E+02    0.34488930E+02    0.45984001E+02    0.13796677E+03    0.33329742E+00    0.33329765E+00    0.10483378E+03    0.10483095E+03    0.10484218E+03
    0.42680460E+13    0.11495319E+02    0.34489666E+02    0.45984984E+02    0.13796970E+03    0.33329749E+00    0.33329771E+00    0.10483601E+03    0.10483319E+03    0.10484440E+03
    0.45622813E+13    0.11495566E+02    0.34490400E+02    0.45985966E+02    0.13797261E+03    0.33329755E+00    0.33329778E+00    0.10483824E+03    0.10483543E+03    0.10484661E+03
    0.48768009E+13    0.11495813E+02    0.34491133E+02    0.45986946E+02    0.13797553E+03    0.33329762E+00    0.33329785E+00    0.10484047E+03    0.10483766E+03    0.10484883E+03
    0.52130031E+13    0.11496059E+02    0.34491865E+02    0.45987923E+02    0.13797843E+03    0.33329769E+00    0.33329791E+00    0.10484270E+03    0.10483989E+03    0.10485104E+03
    0.55723829E+13    0.11496304E+02    0.34492595E+02    0.45988899E+02    0.13798133E+03    0.33329775E+00    0.33329798E+00    0.10484492E+03    0.10484212E+03    0.10485324E+03
    0.59565380E+13    0.11496550E+02    0.34493324E+02    0.45989873E+02    0.13798423E+03    0.33329782E+00    0.33329805E+00    0.10484713E+03    0.10484434E+03    0.10485544E+03
    0.63671764E+13    0.11496794E+02    0.34494051E+02    0.45990846E+02    0.13798712E+03    0.33329788E+00    0.33329811E+00    0.10484934E+03    0.10484656E+03    0.10485764E+03
    0.68061239E+13    0.11497039E+02    0.34494778E+02    0.45991816E+02    0.13799000E+03    0.33329795E+00    0.33329818E+00    0.10485155E+03    0.10484877E+03    0.10485983E+03
    0.72753320E+13    0.11497283E+02    0.34495502E+02    0.45992785E+02    0.13799288E+03    0.33329802E+00    0.33329825E+00    0.10485375E+03    0.10485098E+03    0.10486201E+03
    0.77768868E+13    0.11497526E+02    0.34496226E+02    0.45993752E+02    0.13799575E+03    0.33329809E+00    0.33329832E+00    0.10485595E+03    0.10485318E+03    0.10486420E+03
    0.83130185E+13    0.11497769E+02    0.34496948E+02    0.45994717E+02    0.13799862E+03    0.33329815E+00    0.33329839E+00    0.10485815E+03    0.10485538E+03    0.10486637E+03
    0.88861105E+13    0.11498011E+02    0.34497668E+02    0.45995680E+02    0.13800148E+03    0.33329822E+00    0.33329845E+00    0.10486034E+03    0.10485758E+03    0.10486855E+03
    0.94987110E+13    0.11498253E+02    0.34498387E+02    0.45996641E+02    0.13800433E+03    0.33329829E+00    0.33329852E+00    0.10486252E+03    0.10485977E+03    0.10487072E+03
    0.10153544E+14    0.11498495E+02    0.34499105E+02    0.45997600E+02    0.13800718E+03    0.33329836E+00    0.33329859E+00    0.10486470E+03    0.10486195E+03    0.10487288E+03
    0.10853520E+14    0.11498736E+02    0.34499821E+02    0.45998557E+02    0.13801003E+03    0.33329842E+00    0.33329866E+00    0.10486688E+03    0.10486414E+03    0.10487505E+03
    0.11601752E+14    0.11498977E+02    0.34500536E+02    0.45999513E+02    0.13801287E+03    0.33329849E+00    0.33329873E+00    0.10486906E+03    0.10486631E+03    0.10487720E+03
    0.12401566E+14    0.11499217E+02    0.34501250E+02    0.46000467E+02    0.13801570E+03    0.33329856E+00    0.33329880E+00    0.10487122E+03    0.10486849E+03    0.10487935E+03
    0.13256519E+14    0.11499457E+02    0.34501962E+02    0.46001418E+02    0.13801853E+03    0.33329863E+00    0.33329887E+00    0.10487339E+03    0.10487066E+03    0.10488150E+03
    0.14170412E+14    0.11499696E+02    0.34502672E+02    0.46002368E+02    0.13802135E+03    0.33329870E+00    0.33329894E+00    0.10487555E+03    0.10487282E+03    0.10488365E+03
    0.15147307E+14    0.11499935E+02    0.34503382E+02    0.46003316E+02    0.13802416E+03    0.33329877E+00    0.33329901E+00    0.10487770E+03    0.10487499E+03    0.10488579E+03
    0.16191549E+14    0.11500173E+02    0.34504089E+02    0.46004262E+02    0.13802697E+03    0.33329884E+00    0.33329908E+00    0.10487986E+03    0.10487714E+03    0.10488792E+03
    0.17307780E+14    0.11500411E+02    0.34504796E+02    0.46005206E+02    0.13802978E+03    0.33329891E+00    0.33329915E+00    0.10488200E+03    0.10487929E+03    0.10489005E+03
    0.18500963E+14    0.11500648E+02    0.34505501E+02    0.46006149E+02    0.13803257E+03    0.33329898E+00    0.33329922E+00    0.10488415E+03    0.10488144E+03    0.10489218E+03
    0.19776403E+14    0.11500885E+02    0.34506204E+02    0.46007089E+02    0.13803537E+03    0.33329905E+00    0.33329929E+00    0.10488628E+03    0.10488359E+03    0.10489430E+03
    0.21139770E+14    0.11501121E+02    0.34506906E+02    0.46008027E+02    0.13803815E+03    0.33329912E+00    0.33329936E+00    0.10488842E+03    0.10488573E+03    0.10489642E+03
    0.22597127E+14    0.11501357E+02    0.34507607E+02    0.46008964E+02    0.13804093E+03    0.33329918E+00    0.33329943E+00    0.10489055E+03    0.10488786E+03    0.10489853E+03
    0.24154953E+14    0.11501593E+02    0.34508306E+02    0.46009899E+02    0.13804371E+03    0.33329925E+00    0.33329950E+00    0.10489267E+03    0.10488999E+03    0.10490064E+03
    0.25820174E+14    0.11501828E+02    0.34509004E+02    0.46010831E+02    0.13804648E+03    0.33329932E+00    0.33329957E+00    0.10489479E+03    0.10489212E+03    0.10490274E+03
    0.27600193E+14    0.11502062E+02    0.34509700E+02    0.46011762E+02    0.13804924E+03    0.33329939E+00    0.33329964E+00    0.10489691E+03    0.10489424E+03    0.10490484E+03
    0.29502926E+14    0.11502296E+02    0.34510395E+02    0.46012691E+02    0.13805200E+03    0.33329946E+00    0.33329971E+00    0.10489902E+03    0.10489636E+03    0.10490694E+03
    0.31536831E+14    0.11502530E+02    0.34511088E+02    0.46013618E+02    0.13805475E+03    0.33329953E+00    0.33329978E+00    0.10490113E+03    0.10489847E+03    0.10490903E+03
    0.33710952E+14    0.11502763E+02    0.34511780E+02    0.46014543E+02    0.13805750E+03    0.33329961E+00    0.33329985E+00    0.10490323E+03    0.10490058E+03    0.10491112E+03
    0.36034955E+14    0.11502995E+02    0.34512471E+02    0.46015466E+02    0.13806024E+03    0.33329968E+00    0.33329992E+00    0.10490533E+03    0.10490268E+03    0.10491320E+03
    0.38519173E+14    0.11503227E+02    0.34513160E+02    0.46016387E+02    0.13806297E+03    0.33329975E+00    0.33329999E+00    0.10490743E+03    0.10490478E+03    0.10491528E+03
    0.41174650E+14    0.11503459E+02    0.34513847E+02    0.46017306E+02    0.13806570E+03    0.33329982E+00    0.33330006E+00    0.10490952E+03    0.10490688E+03    0.10491735E+03
    0.44013194E+14    0.11503690E+02    0.34514533E+02    0.46018223E+02    0.13806842E+03    0.33329989E+00    0.33330013E+00    0.10491160E+03    0.10490897E+03    0.10491942E+03
    0.47047424E+14    0.11503921E+02    0.34515218E+02    0.46019139E+02    0.13807114E+03    0.33329996E+00    0.33330020E+00    0.10491368E+03    0.10491106E+03    0.10492148E+03
    0.50290831E+14    0.11504151E+02    0.34515901E+02    0.46020052E+02    0.13807385E+03    0.33330003E+00    0.33330027E+00    0.10491576E+03    0.10491314E+03    0.10492354E+03
    0.53757836E+14    0.11504381E+02    0.34516583E+02    0.46020964E+02    0.13807656E+03    0.33330010E+00    0.33330034E+00    0.10491783E+03    0.10491522E+03    0.10492560E+03
    0.57463853E+14    0.11504610E+02    0.34517263E+02    0.46021873E+02    0.13807926E+03    0.33330017E+00    0.33330041E+00    0.10491990E+03    0.10491729E+03    0.10492765E+03
    0.61425360E+14    0.11504838E+02    0.34517942E+02    0.46022781E+02    0.13808195E+03    0.33330024E+00    0.33330049E+00    0.10492196E+03    0.10491936E+03    0.10492970E+03
    0.65659969E+14    0.11505067E+02    0.34518620E+02    0.46023686E+02    0.13808464E+03    0.33330031E+00    0.33330056E+00    0.10492402E+03    0.10492142E+03    0.10493174E+03
    0.70186509E+14    0.11505294E+02    0.34519296E+02    0.46024590E+02    0.13808732E+03    0.33330038E+00    0.33330063E+00    0.10492608E+03    0.10492348E+03    0.10493378E+03
    0.75025104E+14    0.11505522E+02    0.34519970E+02    0.46025492E+02    0.13809000E+03    0.33330045E+00    0.33330070E+00    0.10492813E+03    0.10492554E+03    0.10493581E+03
    0.80197267E+14    0.11505748E+02    0.34520643E+02    0.46026392E+02    0.13809267E+03    0.33330052E+00    0.33330077E+00    0.10493017E+03    0.10492759E+03    0.10493784E+03
    0.85725995E+14    0.11505975E+02    0.34521315E+02    0.46027290E+02    0.13809533E+03    0.33330059E+00    0.33330084E+00    0.10493221E+03    0.10492964E+03    0.10493987E+03
    0.91635869E+14    0.11506201E+02    0.34521985E+02    0.46028185E+02    0.13809799E+03    0.33330066E+00    0.33330091E+00    0.10493425E+03    0.10493168E+03    0.10494189E+03
    0.97953164E+14    0.11506426E+02    0.34522654E+02    0.46029079E+02    0.13810064E+03    0.33330073E+00    0.33330098E+00    0.10493628E+03    0.10493372E+03    0.10494390E+03
    0.10470597E+15    0.11506651E+02    0.34523321E+02    0.46029972E+02    0.13810329E+03    0.33330081E+00    0.33330105E+00    0.10493831E+03    0.10493575E+03    0.10494592E+03
    0.11192430E+15    0.11506875E+02    0.34523987E+02    0.46030862E+02    0.13810593E+03    0.33330088E+00    0.33330112E+00    0.10494034E+03    0.10493778E+03    0.10494792E+03
    0.11964026E+15    0.11507099E+02    0.34524651E+02    0.46031750E+02    0.13810857E+03    0.33330095E+00    0.33330119E+00    0.10494236E+03    0.10493981E+03    0.10494993E+03
    0.12788816E+15    0.11507322E+02    0.34525314E+02    0.46032636E+02    0.13811120E+03    0.33330102E+00    0.33330126E+00    0.10494437E+03    0.10494183E+03    0.10495192E+03
    0.13670465E+15    0.11507545E+02    0.34525975E+02    0.46033521E+02    0.13811382E+03    0.33330109E+00    0.33330133E+00    0.10494638E+03    0.10494384E+03    0.10495392E+03
    0.14612895E+15    0.11507768E+02    0.34526635E+02    0.46034403E+02    0.13811644E+03    0.33330116E+00    0.33330141E+00    0.10494839E+03    0.10494585E+03    0.10495591E+03
    0.15620295E+15    0.11507990E+02    0.34527294E+02    0.46035283E+02    0.13811905E+03    0.33330123E+00    0.33330148E+00    0.10495039E+03    0.10494786E+03    0.10495789E+03
    0.16697144E+15    0.11508211E+02    0.34527951E+02    0.46036162E+02    0.13812166E+03    0.33330130E+00    0.33330155E+00    0.10495239E+03    0.10494986E+03    0.10495987E+03
    0.17848230E+15    0.11508432E+02    0.34528607E+02    0.46037039E+02    0.13812426E+03    0.33330137E+00    0.33330162E+00    0.10495438E+03    0.10495186E+03    0.10496185E+03
    0.19078671E+15    0.11508652E+02    0.34529261E+02    0.46037913E+02    0.13812685E+03    0.33330144E+00    0.33330169E+00    0.10495637E+03    0.10495386E+03    0.10496382E+03
    0.20393938E+15    0.11508872E+02    0.34529914E+02    0.46038786E+02    0.13812944E+03    0.33330151E+00    0.33330176E+00    0.10495835E+03    0.10495585E+03    0.10496579E+03
    0.21799877E+15    0.11509092E+02    0.34530565E+02    0.46039657E+02    0.13813203E+03    0.33330158E+00    0.33330183E+00    0.10496033E+03    0.10495783E+03    0.10496775E+03
    0.23302742E+15    0.11509311E+02    0.34531215E+02    0.46040526E+02    0.13813460E+03    0.33330165E+00    0.33330190E+00    0.10496231E+03    0.10495981E+03    0.10496971E+03
    0.24909212E+15    0.11509530E+02    0.34531863E+02    0.46041393E+02    0.13813718E+03    0.33330172E+00    0.33330197E+00    0.10496428E+03    0.10496179E+03    0.10497167E+03
    0.26626430E+15    0.11509748E+02    0.34532510E+02    0.46042258E+02    0.13813974E+03    0.33330179E+00    0.33330204E+00    0.10496624E+03    0.10496376E+03    0.10497362E+03
    0.28462033E+15    0.11509965E+02    0.34533156E+02    0.46043121E+02    0.13814230E+03    0.33330186E+00    0.33330211E+00    0.10496821E+03    0.10496573E+03    0.10497556E+03
    0.30424180E+15    0.11510182E+02    0.34533800E+02    0.46043982E+02    0.13814486E+03    0.33330193E+00    0.33330218E+00    0.10497016E+03    0.10496769E+03    0.10497750E+03
    0.32521596E+15    0.11510399E+02    0.34534442E+02    0.46044841E+02    0.13814741E+03    0.33330200E+00    0.33330225E+00    0.10497212E+03    0.10496965E+03    0.10497944E+03
    0.34763605E+15    0.11510615E+02    0.34535084E+02    0.46045699E+02    0.13814995E+03    0.33330208E+00    0.33330232E+00    0.10497407E+03    0.10497161E+03    0.10498137E+03
    0.37160177E+15    0.11510831E+02    0.34535723E+02    0.46046554E+02    0.13815249E+03    0.33330215E+00    0.33330239E+00    0.10497601E+03    0.10497356E+03    0.10498330E+03
    0.39721967E+15    0.11511046E+02    0.34536362E+02    0.46047408E+02    0.13815502E+03    0.33330222E+00    0.33330246E+00    0.10497795E+03    0.10497550E+03    0.10498523E+03
